Screen,Control Label,Control Type,Expected Behavior,Observed Behavior / Evidence,Result,Severity,Recommended Fix
Advanced Mode (legacy generator),🔗 Contributor Portal,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🔗 Submission,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🔗 Analytics ⚠️,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🔗 Help ⚠️,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🔗 Guidelines ⚠️,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🔗 Support ⚠️,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🔗 Contributor Portal ⚠️,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🔗 Submission ⚠️,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Shutterstock,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Adobe Stock,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Freepik,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Creative Fabrica,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Creative Market,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Etsy,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🧬 ทำสำเนา,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),☆ ตั้งเป็นโปรด,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),✏️ เปลี่ยนชื่อ,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),🗑 ลบ,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),📤 Export JSON,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),↺ Reset to Style,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),3. สร้างลายจาก JSON,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),100%,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),📦 ย้ายทั้งคลังลงเครื่อง (ดาวน์โหลดแล้วล้างคลังอัตโนมัติ),button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),📄 CSV Shutterstock,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),📄 CSV Adobe Stock,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
